State of Residence,Migrant Direction,Country of Birth SACC Code,Country of Birth SACC Label,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Total 
Queensland,Arrival,8411,Dominican Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Arrival,8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Arrival,8415,Jamaica,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Queensland,Arrival,8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8421,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8425,Trinidad/Tobago,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10
Queensland,Arrival,8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Arrival,8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9000,Sub-Saha Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9100,Cent & W Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9103,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Arrival,9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9107,"Congo, Rep",0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
Queensland,Arrival,9108,"Congo, Dem Rep",0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,20
Queensland,Arrival,9111,Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9115,Ghana,3,0,0,0,0,0,15,8,0,3,0,0,0,0,0,0,0,0,29
Queensland,Arrival,9116,Guinea,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10
Queensland,Arrival,9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9118,Liberia,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Queensland,Arrival,9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9124,Nigeria,11,6,8,3,9,21,29,11,4,4,4,0,3,0,0,0,0,0,107
Queensland,Arrival,9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Queensland,Arrival,9127,Sierra Leone,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9
Queensland,Arrival,9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9200,S & E Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9202,Botswana,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Queensland,Arrival,9203,Burundi,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Queensland,Arrival,9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9206,Eritrea,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,11
Queensland,Arrival,9207,Ethiopia,4,9,3,0,0,3,7,3,0,0,3,0,0,0,0,0,0,0,36
Queensland,Arrival,9208,Kenya,6,8,6,4,9,3,7,5,0,3,0,0,4,3,0,0,0,0,50
Queensland,Arrival,9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Arrival,9213,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Queensland,Arrival,9214,Mauritius,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9
Queensland,Arrival,9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9216,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Arrival,9217,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Arrival,9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9221,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Arrival,9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,9223,Seychelles,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
Queensland,Arrival,9224,Somalia,0,0,0,0,6,3,5,3,4,3,3,3,0,0,0,0,0,0,26
Queensland,Arrival,9225,South Africa,49,87,65,39,43,83,107,124,122,47,48,40,47,20,10,15,0,0,962
Queensland,Arrival,9226,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Arrival,9227,Tanzania,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,11
Queensland,Arrival,9228,Uganda,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17
Queensland,Arrival,9231,Zambia,0,4,0,0,3,3,3,0,0,4,0,0,3,3,0,0,0,0,28
Queensland,Arrival,9232,Zimbabwe,7,0,0,6,15,6,17,15,6,13,3,4,7,3,3,0,0,0,114
Queensland,Arrival,9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Arrival,Total,Total,2198,2015,1654,1616,3528,4964,4270,3196,2248,1621,1264,1118,1028,795,534,233,125,43,32464
Queensland,Departure,1000,Oceania nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1100,Aust (incl E T) nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1101,Australia,1242,589,346,309,594,715,545,423,284,258,211,178,147,122,82,28,12,4,6078
Queensland,Departure,1102,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1201,New Zealand,60,135,207,235,272,316,348,271,233,220,214,261,223,152,71,38,32,16,3307
Queensland,Departure,1300,Melanesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1301,New Caledonia,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Queensland,Departure,1302,PNG,3,10,8,16,42,31,25,26,29,20,12,6,5,3,0,0,0,0,237
Queensland,Departure,1303,Solomon Islands,0,0,0,0,7,0,7,3,3,8,4,4,0,0,0,0,0,0,37
Queensland,Departure,1304,Vanuatu,0,0,0,0,11,27,30,36,17,3,0,0,0,0,0,0,0,0,122
Queensland,Departure,1400,Micronesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1402,Kiribati,0,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,24
Queensland,Departure,1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1405,Nauru,0,0,3,10,4,3,0,3,0,0,0,0,0,0,0,0,0,0,31
Queensland,Departure,1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1500,Polynesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1501,Cook Islands,0,0,0,3,0,3,3,6,3,4,3,4,4,0,0,0,0,0,34
Queensland,Departure,1502,Fiji,3,5,3,6,12,3,19,10,15,9,0,14,12,8,8,6,0,0,130
Queensland,Departure,1503,French Poly,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Queensland,Departure,1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Queensland,Departure,1505,Samoa,3,4,3,14,18,27,27,18,18,11,13,16,14,4,0,3,0,0,194
Queensland,Departure,1506,Samoa American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,1507,Tokelau,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4
Queensland,Departure,1508,Tonga,0,3,4,0,14,23,15,16,15,5,4,4,3,0,3,0,0,0,112
Queensland,Departure,1511,Tuvalu,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6
Queensland,Departure,1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1600,Antarctica nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,2000,NW Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,21,"UK, CIs & IOM",72,68,78,41,220,413,224,159,122,112,102,144,122,99,83,49,35,18,2154
Queensland,Departure,2201,Ireland,3,4,3,3,10,47,41,41,13,6,3,12,8,6,0,6,0,3,220
Queensland,Departure,2300,Western Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,2301,Austria,0,3,0,3,5,4,3,3,3,0,0,0,0,5,0,0,0,0,25
Queensland,Departure,2302,Belgium,0,0,0,0,5,22,9,3,0,0,3,7,0,0,0,0,0,0,56
Queensland,Departure,2303,France,5,5,10,3,81,170,94,23,18,9,4,4,6,3,0,5,0,0,447
Queensland,Departure,2304,Germany,0,7,4,4,70,64,58,39,25,8,19,13,16,9,12,4,3,4,354
Queensland,Departure,2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,2307,Monaco,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Queensland,Departure,2308,Netherlands,3,6,7,4,20,15,25,11,6,3,7,10,6,3,4,0,0,0,138
Queensland,Departure,2311,Switzerland,3,4,3,3,5,16,9,3,3,0,0,3,3,0,4,0,3,0,76
Queensland,Departure,2400,Northern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,2401,Denmark,3,0,3,6,11,15,3,0,4,3,6,0,0,0,3,0,0,0,59
Queensland,Departure,2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,2403,Finland,0,3,3,0,14,4,7,4,0,0,0,0,0,3,0,3,0,0,47
Queensland,Departure,2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,2405,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,2406,Norway,0,5,0,0,18,18,3,3,7,3,0,0,0,0,0,0,0,0,58
Queensland,Departure,2407,Sweden,3,6,6,3,16,30,18,10,3,0,0,0,3,0,0,0,0,0,103
Queensland,Departure,2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3000,S & E Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3100,Southern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3101,Andorra,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3104,Italy,0,0,0,0,27,84,39,23,10,6,4,0,8,3,5,4,0,0,224
Queensland,Departure,3105,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Queensland,Departure,3106,Portugal,0,0,5,0,0,8,13,0,0,3,3,6,0,3,0,0,0,0,40
Queensland,Departure,3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3108,Spain,3,4,7,0,30,81,46,15,8,9,3,3,0,0,3,3,4,0,222
Queensland,Departure,3200,SE Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3201,Albania,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9
Queensland,Departure,3202,Bosnia/Herzegov,0,0,0,0,3,0,5,5,0,3,5,0,5,8,3,4,3,3,51
Queensland,Departure,3203,Bulgaria,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,14
Queensland,Departure,3204,Croatia,0,0,0,0,0,3,4,4,0,0,0,0,0,3,0,0,0,0,21
Queensland,Departure,3205,Cyprus,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
Queensland,Departure,3206,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6
Queensland,Departure,3207,Greece,0,0,3,0,3,5,3,0,5,0,0,3,0,3,4,0,3,0,36
Queensland,Departure,3208,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,3211,Romania,0,0,0,0,3,3,0,3,7,4,3,3,3,4,0,0,0,0,41
Queensland,Departure,3212,Slovenia,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,17
Queensland,Departure,3214,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3215,Serbia,0,0,0,0,0,3,0,5,6,3,3,0,3,4,0,0,0,0,35
Queensland,Departure,3216,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3300,Eastern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,3301,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Queensland,Departure,3302,Czechia,0,0,0,0,7,8,9,7,7,0,3,0,0,0,3,0,0,0,49
Queensland,Departure,3303,Estonia,0,0,0,0,5,38,13,10,0,3,0,0,0,0,0,0,0,0,74
Queensland,Departure,3304,Hungary,0,0,0,3,0,10,5,3,7,5,0,3,3,0,4,0,0,0,52
Queensland,Departure,3305,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Queensland,Departure,3306,Lithuania,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,14
Queensland,Departure,3307,Poland,3,0,0,0,5,5,15,8,13,5,5,3,0,8,6,0,0,3,88
Queensland,Departure,3308,Russia,0,3,0,5,15,7,9,9,7,5,3,9,7,5,4,3,0,0,84
Queensland,Departure,3311,Slovakia,0,0,0,0,0,4,3,0,3,4,0,0,0,0,0,0,4,0,23
Queensland,Departure,3312,Ukraine,0,0,3,0,3,3,3,3,0,0,3,0,3,4,3,0,0,0,29
Queensland,Departure,4000,N Afr & Middl E nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,4100,North Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,4101,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Queensland,Departure,4102,Egypt,0,0,4,4,0,0,7,9,7,0,0,0,0,3,0,0,0,0,40
Queensland,Departure,4103,Libya,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17
Queensland,Departure,4104,Morocco,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11
Queensland,Departure,4105,Sudan,0,0,0,0,0,6,6,0,3,4,4,0,3,3,0,0,0,0,30
Queensland,Departure,4106,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,4111,South Sudan,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,4200,Middle East nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,4201,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,4203,Iran,0,0,4,0,3,5,16,16,16,0,3,10,11,15,3,6,5,0,109
Queensland,Departure,4204,Iraq,0,7,12,3,6,8,11,10,20,13,9,3,0,0,0,0,0,0,102
Queensland,Departure,4205,Israel,0,3,0,0,10,11,3,6,0,0,0,0,0,3,0,0,0,0,42
Queensland,Departure,4206,Jordan,0,0,3,0,0,7,3,0,0,0,0,4,3,0,0,0,0,0,27
Queensland,Departure,4207,Kuwait,0,0,0,0,3,5,4,5,0,0,0,0,0,0,0,0,0,0,23
Queensland,Departure,4208,Lebanon,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,15
Queensland,Departure,4211,Oman,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,16
Queensland,Departure,4212,Qatar,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
Queensland,Departure,4213,Saudi Arabia,20,27,22,12,26,81,64,21,11,6,0,0,0,0,0,0,0,0,283
Queensland,Departure,4214,Syria,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,14
Queensland,Departure,4215,Turkey,0,0,0,0,7,8,7,8,3,6,5,3,0,3,0,0,0,0,53
Queensland,Departure,4216,Unit Arab Emir,3,0,7,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,25
Queensland,Departure,4217,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,5000,South-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,5100,Mainld SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,5101,Myanmar,0,0,0,0,4,0,3,4,3,0,0,0,0,3,0,0,0,0,22
Queensland,Departure,5102,Cambodia,0,0,0,0,7,0,3,4,0,0,3,7,3,3,0,0,0,0,28
Queensland,Departure,5103,Laos,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12
Queensland,Departure,5104,Thailand,0,3,0,13,19,44,37,26,24,16,10,8,9,7,5,0,3,0,224
Queensland,Departure,5105,Vietnam,0,0,4,15,35,41,27,18,15,9,10,15,17,10,5,3,0,0,229
Queensland,Departure,5200,M'time SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,5201,Brunei,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,10
Queensland,Departure,5202,Indonesia,11,15,10,5,64,46,30,35,18,16,8,3,5,3,3,0,0,0,278
Queensland,Departure,5203,Malaysia,3,12,3,19,112,80,53,26,22,12,9,4,9,5,3,0,3,0,373
Queensland,Departure,5204,Philippines,6,8,9,6,35,64,64,47,36,19,25,50,46,37,18,10,9,0,484
Queensland,Departure,5205,Singapore,12,16,10,18,71,87,54,13,27,14,6,9,8,8,4,0,0,0,357
Queensland,Departure,5206,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Queensland,Departure,6000,North-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,6100,Chinese Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,6101,China,12,43,31,147,1606,1594,422,176,108,130,121,275,355,293,110,57,27,8,5513
Queensland,Departure,6102,Hong Kong,3,7,13,19,69,54,30,10,11,3,3,7,15,0,0,3,0,0,245
Queensland,Departure,6103,Macau,0,0,0,3,14,4,0,0,0,0,0,0,0,0,0,0,0,0,22
Queensland,Departure,6104,Mongolia,9,10,3,0,4,5,18,21,4,0,3,0,0,0,0,0,0,0,82
Queensland,Departure,6105,Taiwan,0,9,9,11,72,334,154,48,11,16,18,15,22,9,11,5,0,0,744
Queensland,Departure,6200,Japan & Koreas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,6201,Japan,13,27,17,53,119,173,121,45,42,33,25,21,4,10,6,3,0,0,709
Queensland,Departure,6202,"Korea, North",0,0,3,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,13
Queensland,Departure,6203,"Korea, South",7,30,53,36,171,380,196,95,74,44,35,20,16,14,6,3,3,0,1183
Queensland,Departure,7000,S & C Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,7100,Southern Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,7101,Bangladesh,0,3,0,0,9,10,20,20,5,0,3,7,3,5,3,0,0,0,84
Queensland,Departure,7102,Bhutan,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,13
Queensland,Departure,7103,India,25,22,7,18,148,354,277,150,69,55,97,225,292,255,165,67,14,8,2248
Queensland,Departure,7104,Maldives,3,0,0,0,0,3,7,0,0,0,0,0,0,3,0,0,0,0,10
Queensland,Departure,7105,Nepal,0,0,0,3,18,29,28,15,3,10,22,42,46,25,15,5,0,0,260
Queensland,Departure,7106,Pakistan,0,13,12,4,14,39,34,29,19,12,0,3,4,6,4,0,0,0,198
Queensland,Departure,7107,Sri Lanka,8,18,11,0,13,21,21,43,15,16,8,11,17,18,23,11,3,3,261
Queensland,Departure,7200,Central Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,7201,Afghanistan,0,0,0,0,14,17,11,3,0,0,0,0,0,3,0,0,0,0,52
Queensland,Departure,7202,Armenia,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,7203,Azerbaijan,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,7204,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,7205,Kazakhstan,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,18
Queensland,Departure,7206,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Queensland,Departure,7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queensland,Departure,7211,Uzbekistan,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,20
