State of Residence,Migration Direction,Country of Birth SACC Code,Country of Birth SACC Label,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Total 
Victoria,Departure,4101,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,4102,Egypt,0,0,10,10,10,10,10,20,10,10,10,10,10,10,10,10,0,0,150
Victoria,Departure,4103,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,4104,Morocco,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30
Victoria,Departure,4105,Sudan,0,0,0,0,0,20,20,20,20,20,20,10,10,10,0,0,0,0,140
Victoria,Departure,4106,Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,4111,South Sudan,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,30
Victoria,Departure,4200,Middle East nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,4201,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,4202,Gaza Str/W Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,4203,Iran,0,0,0,0,10,10,50,60,40,20,10,20,20,30,20,10,0,0,320
Victoria,Departure,4204,Iraq,0,10,10,10,10,30,20,30,20,30,20,10,10,10,0,0,10,0,220
Victoria,Departure,4205,Israel,10,10,10,10,10,50,20,20,20,10,0,0,0,0,10,0,0,0,170
Victoria,Departure,4206,Jordan,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,30
Victoria,Departure,4207,Kuwait,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,70
Victoria,Departure,4208,Lebanon,0,10,10,10,0,10,10,20,10,10,10,20,10,20,10,10,0,0,170
Victoria,Departure,4211,Oman,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Victoria,Departure,4212,Qatar,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Victoria,Departure,4213,Saudi Arabia,30,50,20,0,40,150,120,60,20,0,0,0,0,0,0,0,0,0,510
Victoria,Departure,4214,Syria,0,0,0,0,0,0,0,0,10,10,10,0,0,0,10,0,0,0,60
Victoria,Departure,4215,Turkiye,0,0,10,0,10,30,30,30,30,20,40,40,40,40,30,30,10,0,400
Victoria,Departure,4216,Unit Arab Emir,10,20,10,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,80
Victoria,Departure,4217,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,5000,South-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,5100,Mainld SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,5101,Myanmar,0,0,0,0,0,10,10,10,10,0,0,0,0,10,0,0,0,0,70
Victoria,Departure,5102,Cambodia,0,0,0,10,40,40,20,20,20,10,10,30,30,20,20,10,10,0,290
Victoria,Departure,5103,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Victoria,Departure,5104,Thailand,10,10,20,20,30,110,90,70,60,40,40,20,30,20,20,10,0,0,570
Victoria,Departure,5105,Vietnam,10,30,20,90,200,300,220,130,110,90,130,170,220,200,130,50,30,40,2190
Victoria,Departure,5200,M'time SE Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,5201,Brunei,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30
Victoria,Departure,5202,Indonesia,20,20,10,20,280,160,80,80,60,50,40,20,40,50,40,30,10,0,990
Victoria,Departure,5203,Malaysia,20,30,20,30,320,440,300,240,160,100,100,90,90,80,60,40,20,10,2160
Victoria,Departure,5204,Philippines,10,20,20,20,50,100,110,110,80,70,60,100,160,180,130,60,30,20,1320
Victoria,Departure,5205,Singapore,10,20,20,60,140,90,60,50,30,30,20,10,20,20,10,0,0,0,590
Victoria,Departure,5206,Timor-Leste,0,0,0,0,0,20,30,20,10,0,0,0,0,0,0,0,0,0,90
Victoria,Departure,6000,North-East Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,6100,Chinese Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,6101,China,20,70,60,120,1090,1370,700,350,270,280,330,390,380,400,170,70,40,30,6150
Victoria,Departure,6102,Hong Kong,10,10,20,20,80,90,40,40,30,20,20,20,30,30,10,0,0,0,450
Victoria,Departure,6103,Macau,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Victoria,Departure,6104,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,6105,Taiwan,0,0,0,0,40,180,150,60,30,20,10,10,20,20,20,0,0,0,570
Victoria,Departure,6200,Japan & Koreas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,6201,Japan,20,30,20,20,70,80,100,80,60,60,40,20,20,0,0,0,0,0,630
Victoria,Departure,6202,"Korea, North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,6203,"Korea, South",10,10,10,10,60,130,140,100,60,30,30,20,10,10,10,10,0,0,650
Victoria,Departure,7000,S & C Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,7100,Southern Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,7101,Bangladesh,0,0,0,0,20,40,40,40,20,10,20,10,20,30,10,10,0,0,270
Victoria,Departure,7102,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,7103,India,60,100,70,40,410,1690,980,760,390,220,230,440,710,820,540,200,80,30,7780
Victoria,Departure,7104,Maldives,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,7105,Nepal,10,0,0,0,70,80,70,50,20,20,30,30,30,30,10,10,0,0,450
Victoria,Departure,7106,Pakistan,10,30,30,10,50,140,150,120,70,30,20,20,10,20,20,10,0,0,750
Victoria,Departure,7107,Sri Lanka,0,10,10,10,40,90,90,90,50,40,40,50,90,110,80,50,30,10,900
Victoria,Departure,7200,Central Asia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,7201,Afghanistan,0,0,0,0,10,30,30,20,20,10,10,0,0,0,0,0,0,0,150
Victoria,Departure,7202,Armenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,7203,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,7204,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,7205,Kazakhstan,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30
Victoria,Departure,7206,Kyrgyzstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,7211,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,8000,Americas nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8100,N'thern America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8101,Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8102,Canada,10,20,10,10,40,130,100,50,30,30,20,20,10,10,0,0,0,0,490
Victoria,Departure,8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8104,USA,40,40,60,50,120,220,200,140,90,60,50,50,40,20,30,20,10,0,1230
Victoria,Departure,8200,South America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8201,Argentina,0,0,0,0,10,30,80,20,10,10,0,0,0,0,0,0,0,0,170
Victoria,Departure,8202,Bolivia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,8203,Brazil,0,10,0,0,20,60,80,50,30,10,10,10,10,0,0,0,0,0,300
Victoria,Departure,8204,Chile,0,0,0,0,10,40,60,30,10,0,0,10,10,10,10,0,0,0,220
Victoria,Departure,8205,Colombia,0,0,0,10,30,120,160,90,30,10,10,0,10,10,10,0,0,0,510
Victoria,Departure,8206,Ecuador,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20
Victoria,Departure,8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8211,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8212,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,8213,Peru,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,40
Victoria,Departure,8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8215,Uruguay,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20
Victoria,Departure,8216,Venezuela,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,40
Victoria,Departure,8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8300,Central America nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8302,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,8303,El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30
Victoria,Departure,8304,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8305,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8306,Mexico,0,0,0,0,10,20,20,30,10,0,0,0,0,0,0,0,0,0,100
Victoria,Departure,8307,Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8308,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8400,Caribbean nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8404,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8405,Barbados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8406,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8407,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8411,Dominican Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8415,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8421,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8425,Trinidad/Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8427,"Virgin Is, Brit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9000,Sub-Saha Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9100,Cent & W Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9101,Benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9103,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9106,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9107,"Congo, Rep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9108,"Congo, Dem Rep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9111,Cote d'Ivoire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9114,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9115,Ghana,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,30
Victoria,Departure,9116,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9118,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9121,Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9123,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9124,Nigeria,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,50
Victoria,Departure,9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9126,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9127,Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9128,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9200,S & E Africa nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9201,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9202,Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9203,Burundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9205,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9206,Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Victoria,Departure,9207,Ethiopia,0,10,0,0,0,20,20,20,10,10,20,10,0,0,0,0,0,0,130
Victoria,Departure,9208,Kenya,0,10,10,10,10,20,10,10,10,10,10,0,0,0,0,0,0,0,110
Victoria,Departure,9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9212,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9213,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9214,Mauritius,0,0,0,0,20,20,20,10,10,0,0,10,10,10,10,10,0,0,140
Victoria,Departure,9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9216,Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9217,Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9218,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9221,Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9223,Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9224,Somalia,0,0,0,0,10,20,20,20,20,20,10,10,0,0,0,0,0,0,140
Victoria,Departure,9225,South Africa,20,10,10,10,20,50,40,30,20,20,20,20,20,10,10,0,10,0,350
Victoria,Departure,9226,Eswatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,9227,Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9228,Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Victoria,Departure,9231,Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,Departure,9232,Zimbabwe,0,0,0,0,10,0,10,10,0,0,0,0,10,0,0,0,0,0,60
Victoria,Departure,9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,Departure,Total,Total,3870,2470,1780,1740,6150,11100,8150,5490,3600,2560,2490,2620,2940,2930,1910,940,510,260,61520
Victoria,NOM,1000,Oceania nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1100,Aust (incl E T) nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1101,Australia,-2190,-500,-150,-180,-1230,-1500,-260,110,90,100,30,-10,-60,-30,-30,-10,10,0,-5830
Victoria,NOM,1102,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1201,New Zealand,670,480,230,260,710,660,130,-40,-60,-30,0,-30,-50,0,0,-10,0,0,2920
Victoria,NOM,1300,Melanesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1301,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1302,PNG,10,10,0,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,60
Victoria,NOM,1303,Solomon Islands,0,0,0,0,70,60,40,20,10,0,0,0,0,0,0,0,0,0,200
Victoria,NOM,1304,Vanuatu,0,0,0,0,20,-50,-60,-40,-30,-10,-10,0,0,0,0,0,0,0,-170
Victoria,NOM,1400,Micronesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1402,Kiribati,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,NOM,1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1405,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,NOM,1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1500,Polynesia nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1501,Cook Islands,0,0,0,10,10,0,10,0,0,0,-10,0,0,0,0,0,0,0,20
Victoria,NOM,1502,Fiji,0,20,30,60,220,330,350,260,150,60,20,10,10,0,10,0,0,0,1530
Victoria,NOM,1503,French Poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1505,Samoa,10,20,70,30,110,90,60,20,10,10,0,-10,-10,0,0,0,0,0,430
Victoria,NOM,1506,Samoa American,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,NOM,1507,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1508,Tonga,0,0,10,10,50,0,0,-10,0,-10,-10,-10,0,-10,0,0,0,0,10
Victoria,NOM,1511,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Victoria,NOM,1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1600,Antarctica nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,2000,NW Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,21,"UK, CIs & IOM",250,150,70,100,1090,1160,180,40,40,0,-20,-70,-20,10,10,20,10,10,3050
Victoria,NOM,2201,Ireland,20,10,0,20,450,800,-20,-80,-30,-20,0,-10,0,0,0,0,0,0,1140
Victoria,NOM,2300,Western Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,2301,Austria,0,10,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,20
Victoria,NOM,2302,Belgium,10,0,-10,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,50
Victoria,NOM,2303,France,30,10,10,0,280,130,20,10,0,-10,0,-10,0,0,0,0,0,0,460
Victoria,NOM,2304,Germany,50,10,10,50,110,150,60,10,20,0,-10,0,0,0,0,0,0,0,460
Victoria,NOM,2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,2308,Netherlands,20,10,0,0,30,40,0,-10,-10,0,0,-10,0,0,0,0,0,0,70
Victoria,NOM,2311,Switzerland,20,10,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,100
Victoria,NOM,2400,Northern Europe nfd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,2401,Denmark,10,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,50
Victoria,NOM,2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,2403,Finland,10,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,40
Victoria,NOM,2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria,NOM,2405,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
